Combination,Cap(uF),Total_Volume(mm^2)
100.0 || 330.0 || 470.0 and 220.0 + 330.0 + 470.0 + 1000.0,993.428106741,6893.903065056
100.0 || 330.0 || 470.0 and 220.0 + 330.0 + 680.0 + 820.0,997.410269984,6968.515890579
100.0 || 330.0 || 470.0 and 220.0 + 330.0 + 680.0 + 1000.0,999.538679915,7459.389742702
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,924.402139711,4998.415283531
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,924.799778028,5563.901961177
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,924.955164606,5956.601042876
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,925.092621055,6447.474894999
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,925.367641753,5815.229373464
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,925.530249196,6207.928455163
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,925.674132194,6698.802307286
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,925.965831076,6773.415132809
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,926.114679962,7264.288984932
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,926.287038036,7656.988066631
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,926.381641811,5991.158562065
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,926.557553686,6383.857643764
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,926.713284304,6874.731495887
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,927.029219166,6949.34432141
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,927.190547297,7440.218173533
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,927.377450273,7832.917255232
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,927.705162739,7200.671733697
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,927.874686017,7691.545585821
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,928.071146591,8084.244667519
100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,928.598641261,8649.731345166
100.0 || 330.0 || 470.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,930.816070124,6226.314626168
100.0 || 330.0 || 470.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,931.056358664,6619.013707867
100.0 || 330.0 || 470.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,931.269530856,7109.88755999
100.0 || 330.0 || 470.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,931.703303995,7184.500385513
100.0 || 330.0 || 470.0 and 47.0 + 220.0 + 330.0 + 680.0 + 1000.0,931.925481782,7675.374237636
100.0 || 330.0 || 470.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,932.183455464,8068.073319335
100.0 || 330.0 || 470.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,932.637277789,7435.8277978
100.0 || 330.0 || 470.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,932.87278766,7926.701649923
100.0 || 330.0 || 470.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,933.14636347,8319.400731622
100.0 || 330.0 || 470.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,933.8843485,8884.887409268
100.0 || 330.0 || 470.0 and 47.0 + 330.0 + 470.0 + 680.0 + 820.0,934.335166209,7611.756986401
100.0 || 330.0 || 470.0 and 47.0 + 330.0 + 470.0 + 680.0 + 1000.0,934.595915197,8102.630838524
100.0 || 330.0 || 470.0 and 47.0 + 330.0 + 470.0 + 820.0 + 1000.0,934.899055562,8495.329920223
100.0 || 330.0 || 470.0 and 47.0 + 330.0 + 680.0 + 820.0 + 1000.0,935.718113669,9060.816597869
100.0 || 330.0 || 470.0 and 47.0 + 470.0 + 680.0 + 820.0 + 1000.0,936.908056026,9312.144010157
100.0 || 330.0 || 470.0 and 100.0 + 220.0 + 330.0 + 470.0 + 680.0,947.227720112,6353.227115391
100.0 || 330.0 || 470.0 and 100.0 + 220.0 + 330.0 + 470.0 + 820.0,947.794454758,6745.92619709
100.0 || 330.0 || 470.0 and 100.0 + 220.0 + 330.0 + 470.0 + 1000.0,948.301205194,7236.800049214
100.0 || 330.0 || 470.0 and 100.0 + 220.0 + 330.0 + 680.0 + 820.0,949.344074142,7311.412874736
100.0 || 330.0 || 470.0 and 100.0 + 220.0 + 330.0 + 680.0 + 1000.0,949.884403343,7802.28672686
100.0 || 330.0 || 470.0 and 100.0 + 220.0 + 330.0 + 820.0 + 1000.0,950.517119068,8194.985808558
100.0 || 330.0 || 470.0 and 100.0 + 220.0 + 470.0 + 680.0 + 820.0,951.644317497,7562.740287023
100.0 || 330.0 || 470.0 and 100.0 + 220.0 + 470.0 + 680.0 + 1000.0,952.236499578,8053.614139147
100.0 || 330.0 || 470.0 and 100.0 + 220.0 + 470.0 + 820.0 + 1000.0,952.930703404,8446.313220846
100.0 || 330.0 || 470.0 and 100.0 + 220.0 + 680.0 + 820.0 + 1000.0,954.837925214,9011.799898492
100.0 || 330.0 || 470.0 and 100.0 + 330.0 + 470.0 + 680.0 + 820.0,956.028488807,7738.669475624
100.0 || 330.0 || 470.0 and 100.0 + 330.0 + 470.0 + 680.0 + 1000.0,956.726160254,8229.543327748
100.0 || 330.0 || 470.0 and 100.0 + 330.0 + 470.0 + 820.0 + 1000.0,957.545760331,8622.242409447
100.0 || 330.0 || 470.0 and 100.0 + 330.0 + 680.0 + 820.0 + 1000.0,959.807169268,9187.729087093
100.0 || 330.0 || 470.0 and 100.0 + 470.0 + 680.0 + 820.0 + 1000.0,963.220076654,9439.05649938
100.0 || 330.0 || 470.0 and 220.0 + 330.0 + 470.0 + 680.0 + 820.0,980.687342677,7973.825539727
100.0 || 330.0 || 470.0 and 220.0 + 330.0 + 470.0 + 680.0 + 1000.0,982.142234074,8464.699391851
100.0 || 330.0 || 470.0 and 220.0 + 330.0 + 470.0 + 820.0 + 1000.0,983.872005867,8857.398473549
100.0 || 330.0 || 470.0 and 220.0 + 330.0 + 680.0 + 820.0 + 1000.0,988.763767434,9422.885151196
100.0 || 330.0 || 470.0 and 220.0 + 470.0 + 680.0 + 820.0 + 1000.0,996.495155547,9674.212563483
47.0 || 100.0 || 220.0 || 330.0 and 47.0,744.0,2106.901259148
47.0 || 100.0 || 220.0 || 330.0 and 100.0,797.0,2233.813748372
47.0 || 100.0 || 220.0 || 330.0 and 220.0,917.0,2468.969812475
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0,728.972789116,2449.798243306
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0,735.72659176,2684.954307409
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 330.0,738.140583554,2860.88349601
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 470.0,739.727272727,3112.210908297
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 680.0,740.961485557,3677.697585943
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 820.0,741.452133795,4070.396667642
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 1000.0,741.890162369,4561.270519765
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0,765.75,2811.866796632
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 330.0,773.744186047,2987.795985233
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 470.0,779.456140351,3239.12339752
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 680.0,784.179487179,3804.610075167
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 820.0,786.130434783,4197.309156865
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 1000.0,787.909090909,4688.183008989
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 330.0,829.0,3222.952049336
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 470.0,846.855072464,3474.279461623
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 680.0,863.222222222,4039.766139269
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 820.0,870.461538462,4432.465220968
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 1000.0,877.327868852,4923.339073092
47.0 || 100.0 || 220.0 || 330.0 and 330.0 + 470.0,890.875,3650.208650224
47.0 || 100.0 || 220.0 || 330.0 and 330.0 + 680.0,919.178217822,4215.695327871
47.0 || 100.0 || 220.0 || 330.0 and 330.0 + 820.0,932.304347826,4608.394409569
47.0 || 100.0 || 220.0 || 330.0 and 330.0 + 1000.0,945.120300752,5099.268261693
47.0 || 100.0 || 220.0 || 330.0 and 470.0 + 680.0,974.913043478,4467.022740158
47.0 || 100.0 || 220.0 || 330.0 and 470.0 + 820.0,995.759689922,4859.721821856
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 220.0,724.915766739,3027.851291567
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 330.0,726.148656268,3203.780480168
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 470.0,726.936305732,3455.107892455
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 680.0,727.536976878,4020.594570101
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 820.0,727.772916001,4413.2936518
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 1000.0,727.982201714,4904.167503923
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 330.0,731.659217877,3438.93654427
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 470.0,732.778546713,3690.263956558
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 680.0,733.639916623,4255.750634204
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 820.0,733.980111654,4648.449715903
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 1000.0,734.282757626,5139.323568026
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 330.0 + 470.0,734.829268293,3866.193145159
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 330.0 + 680.0,735.793541031,4431.679822805
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 330.0 + 820.0,736.175111659,4824.378904504
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 330.0 + 1000.0,736.514916817,5315.252756627
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 470.0 + 680.0,737.201257862,4683.007235092
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 470.0 + 820.0,737.611169652,5075.706316791
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 470.0 + 1000.0,737.976460331,5566.580168914
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 680.0 + 820.0,738.724566152,5641.192994437
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 680.0 + 1000.0,739.11025614,6132.06684656
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 820.0 + 1000.0,739.560240299,6524.765928259
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 330.0,753.896551724,3565.849033494
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 470.0,756.976798144,3817.176445781
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 680.0,759.437395659,4382.663123427
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 820.0,760.431786217,4775.362205126
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 1000.0,761.32748538,5266.236057249
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 330.0 + 470.0,762.97192684,3993.105634382
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 330.0 + 680.0,765.961278427,4558.592312028
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 330.0 + 820.0,767.176348548,4951.291393727
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 330.0 + 1000.0,768.274298056,5442.16524585
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 470.0 + 680.0,770.538886332,4809.919724315
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 470.0 + 820.0,771.922239502,5202.618806014
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 470.0 + 1000.0,773.175040519,5693.492658138
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 680.0 + 820.0,775.801582815,5768.10548366
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 680.0 + 1000.0,777.188679245,6258.979335784
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 820.0 + 1000.0,778.836327345,6651.678417482
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 330.0 + 470.0,800.056478405,4228.261698485
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 330.0 + 680.0,807.541871921,4793.748376131
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 330.0 + 820.0,810.697478992,5186.44745783
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 330.0 + 1000.0,813.607773852,5677.321309953
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 470.0 + 680.0,819.794271743,5045.075788418
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 470.0 + 820.0,823.700537956,5437.774870117
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 470.0 + 1000.0,827.325182758,5928.64872224
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 680.0 + 820.0,835.206399279,6003.261547763
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 680.0 + 1000.0,839.530487805,6494.135399887
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 820.0 + 1000.0,844.820386758,6886.834481585
47.0 || 100.0 || 220.0 || 330.0 and 330.0 + 470.0 + 680.0,847.862537548,5221.004977019
47.0 || 100.0 || 220.0 || 330.0 and 330.0 + 470.0 + 820.0,853.801873998,5613.704058718
47.0 || 100.0 || 220.0 || 330.0 and 330.0 + 470.0 + 1000.0,859.391372631,6104.577910841
47.0 || 100.0 || 220.0 || 330.0 and 330.0 + 680.0 + 820.0,871.812844385,6179.190736364
47.0 || 100.0 || 220.0 || 330.0 and 330.0 + 680.0 + 1000.0,878.788723266,6670.064588488
47.0 || 100.0 || 220.0 || 330.0 and 330.0 + 820.0 + 1000.0,887.482894552,7062.763670186
47.0 || 100.0 || 220.0 || 330.0 and 470.0 + 680.0 + 820.0,904.565341359,6430.518148651
47.0 || 100.0 || 220.0 || 330.0 and 470.0 + 680.0 + 1000.0,914.474142624,6921.392000775
47.0 || 100.0 || 220.0 || 330.0 and 470.0 + 820.0 + 1000.0,927.034618599,7314.091082473
47.0 || 100.0 || 220.0 || 330.0 and 680.0 + 820.0 + 1000.0,967.99533437,7879.57776012
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 330.0,722.738466645,3781.833528428
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 470.0,723.350662589,4033.160940715
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 680.0,723.814943633,4598.647618361
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 820.0,723.996701351,4991.34670006
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 1000.0,724.157640385,5482.220552184
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 470.0,724.446469651,4209.090129316
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 680.0,724.950537714,4774.576806962
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 820.0,725.148072735,5167.275888661
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 1000.0,725.323076642,5658.149740785
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 680.0,725.673963754,5025.90421925
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 820.0,725.881894484,5418.603300948
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 1000.0,726.066171923,5909.477153072
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 680.0 + 820.0,726.44060249,5984.089978595
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 680.0 + 1000.0,726.632102062,6474.963830718
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 820.0 + 1000.0,726.854214758,6867.662912417
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 470.0,729.278876171,4444.246193419
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 680.0,729.978330884,5009.732871065
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 820.0,730.253673587,5402.431952764
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 1000.0,730.498196583,5893.305804887
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 470.0 + 680.0,730.990138258,5261.060283353
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 470.0 + 820.0,731.282710658,5653.759365051
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 470.0 + 1000.0,731.54266052,6144.633217175
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 680.0 + 820.0,732.072766337,6219.246042697
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 680.0 + 1000.0,732.344883055,6710.119894821
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 820.0 + 1000.0,732.661350915,7102.81897652
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 330.0 + 470.0 + 680.0,732.835683463,5436.989471954
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 330.0 + 470.0 + 820.0,733.161041767,5829.688553652
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 330.0 + 470.0 + 1000.0,733.450377194,6320.562405776
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 330.0 + 680.0 + 820.0,734.041153811,6395.175231298
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 330.0 + 680.0 + 1000.0,734.34480385,6886.049083422
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 330.0 + 820.0 + 1000.0,734.698277431,7278.748165121
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 470.0 + 680.0 + 820.0,735.322463662,6646.502643586
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 470.0 + 680.0 + 1000.0,735.647576666,7137.376495709
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 470.0 + 820.0 + 1000.0,736.02626729,7530.075577408
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 680.0 + 820.0 + 1000.0,737.0533572,8095.562255054
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 470.0,747.752617801,4571.158682643
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 680.0,749.503509593,5136.645360289
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 820.0,750.204876131,5529.344441987
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 1000.0,750.83360522,6020.218294111
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 470.0 + 680.0,752.115542596,5387.972772576
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 470.0 + 820.0,752.888944551,5780.671854275
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 470.0 + 1000.0,753.583123564,6271.545706398
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 680.0 + 820.0,755.019599682,6346.158531921
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 680.0 + 1000.0,755.768070396,6837.032384044
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 820.0 + 1000.0,756.648194683,7229.731465743
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 330.0 + 470.0 + 680.0,757.137531503,5563.901961177
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 330.0 + 470.0 + 820.0,758.0594742,5956.601042876
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 330.0 + 470.0 + 1000.0,758.888990862,6447.474894999
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 330.0 + 680.0 + 820.0,760.611598932,6522.087720522
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 330.0 + 680.0 + 1000.0,761.512419503,7012.961572645
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 330.0 + 820.0 + 1000.0,762.574565017,7405.660654344
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 470.0 + 680.0 + 820.0,764.486583645,6773.415132809
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 470.0 + 680.0 + 1000.0,765.501371742,7264.288984932
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 470.0 + 820.0 + 1000.0,766.700148298,7656.988066631
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 680.0 + 820.0 + 1000.0,770.045483127,8222.474744277
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 330.0 + 470.0 + 680.0,786.493423844,5799.05802528
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 330.0 + 470.0 + 820.0,788.550532681,6191.757106978
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 330.0 + 470.0 + 1000.0,790.428106741,6682.630959102
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 330.0 + 680.0 + 820.0,794.410269984,6757.243784625
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 330.0 + 680.0 + 1000.0,796.538679915,7248.117636748
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 330.0 + 820.0 + 1000.0,799.090092809,7640.816718447
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 470.0 + 680.0 + 820.0,803.800927675,7008.571196912
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 470.0 + 680.0 + 1000.0,806.364889752,7499.445049035
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 470.0 + 820.0 + 1000.0,809.45271808,7892.144130734
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 680.0 + 820.0 + 1000.0,818.424725223,8457.63080838
47.0 || 100.0 || 220.0 || 330.0 and 330.0 + 470.0 + 680.0 + 820.0,824.419975543,7184.500385513
47.0 || 100.0 || 220.0 || 330.0 and 330.0 + 470.0 + 680.0 + 1000.0,828.086496107,7675.374237636
47.0 || 100.0 || 220.0 || 330.0 and 330.0 + 470.0 + 820.0 + 1000.0,832.547735116,8068.073319335
47.0 || 100.0 || 220.0 || 330.0 and 330.0 + 680.0 + 820.0 + 1000.0,845.800590001,8633.559996981
47.0 || 100.0 || 220.0 || 330.0 and 470.0 + 680.0 + 820.0 + 1000.0,868.887461697,8884.887409268
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,721.402139711,4787.143177577
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,721.799778028,5352.629855223
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,721.955164606,5745.328936922
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,722.092621055,6236.202789045
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,722.367641753,5603.95726751
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,722.530249196,5996.656349209
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,722.674132194,6487.530201332
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,722.965831076,6562.143026855
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,723.114679962,7053.016878978
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,723.287038036,7445.715960677
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,723.381641811,5779.886456111
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,723.557553686,6172.58553781
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,723.713284304,6663.459389933
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,724.029219166,6738.072215456
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,724.190547297,7228.94606758
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,724.377450273,7621.645149278
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,724.705162739,6989.399627743
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,724.874686017,7480.273479867
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,725.071146591,7872.972561565
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,725.598641261,8438.459239212
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,727.816070124,6015.042520214
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,728.056358664,6407.741601913
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,728.269530856,6898.615454036
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,728.703303995,6973.228279559
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 680.0 + 1000.0,728.925481782,7464.102131682
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,729.183455464,7856.801213381
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,729.637277789,7224.555691846
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,729.87278766,7715.42954397
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,730.14636347,8108.128625668
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,730.8843485,8673.615303314
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 330.0 + 470.0 + 680.0 + 820.0,731.335166209,7400.484880447
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 330.0 + 470.0 + 680.0 + 1000.0,731.595915197,7891.358732571
