Combination,Cap(uF),Vol(mm^3)
820.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,8.522e-04,7929.379857661
820.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,8.526e-04,7297.134336126
820.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,8.529e-04,7788.008188249
820.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,8.531e-04,8180.707269948
820.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,8.539e-04,8746.193947594
820.0 and 47.0 + 330.0 + 470.0 + 680.0 + 820.0,8.543e-04,7473.063524727
820.0 and 47.0 + 330.0 + 470.0 + 680.0 + 1000.0,8.546e-04,7963.93737685
820.0 and 47.0 + 330.0 + 470.0 + 820.0 + 1000.0,8.549e-04,8356.636458549
820.0 and 47.0 + 330.0 + 680.0 + 820.0 + 1000.0,8.557e-04,8922.123136195
820.0 and 47.0 + 470.0 + 680.0 + 820.0 + 1000.0,8.569e-04,9173.450548482
820.0 and 100.0 + 220.0 + 330.0 + 470.0 + 680.0,8.672e-04,6214.533653717
820.0 and 100.0 + 220.0 + 330.0 + 470.0 + 820.0,8.678e-04,6607.232735416
820.0 and 100.0 + 220.0 + 330.0 + 470.0 + 1000.0,8.683e-04,7098.106587539
820.0 and 100.0 + 220.0 + 330.0 + 680.0 + 820.0,8.693e-04,7172.719413062
820.0 and 100.0 + 220.0 + 330.0 + 680.0 + 1000.0,8.699e-04,7663.593265185
820.0 and 100.0 + 220.0 + 330.0 + 820.0 + 1000.0,8.705e-04,8056.292346884
820.0 and 100.0 + 220.0 + 470.0 + 680.0 + 820.0,8.716e-04,7424.046825349
820.0 and 100.0 + 220.0 + 470.0 + 680.0 + 1000.0,8.722e-04,7914.920677472
820.0 and 100.0 + 220.0 + 470.0 + 820.0 + 1000.0,8.729e-04,8307.619759171
820.0 and 100.0 + 220.0 + 680.0 + 820.0 + 1000.0,8.748e-04,8873.106436817
820.0 and 100.0 + 330.0 + 470.0 + 680.0 + 820.0,8.760e-04,7599.97601395
820.0 and 100.0 + 330.0 + 470.0 + 680.0 + 1000.0,8.767e-04,8090.849866074
820.0 and 100.0 + 330.0 + 470.0 + 820.0 + 1000.0,8.775e-04,8483.548947772
820.0 and 100.0 + 330.0 + 680.0 + 820.0 + 1000.0,8.798e-04,9049.035625418
820.0 and 100.0 + 470.0 + 680.0 + 820.0 + 1000.0,8.832e-04,9300.363037706
820.0 and 220.0 + 330.0 + 470.0 + 680.0 + 820.0,9.007e-04,7835.132078053
820.0 and 220.0 + 330.0 + 470.0 + 680.0 + 1000.0,9.021e-04,8326.005930176
820.0 and 220.0 + 330.0 + 470.0 + 820.0 + 1000.0,9.039e-04,8718.705011875
820.0 and 220.0 + 330.0 + 680.0 + 820.0 + 1000.0,9.088e-04,9284.191689521
820.0 and 220.0 + 470.0 + 680.0 + 820.0 + 1000.0,9.165e-04,9535.519101808
820.0 and 330.0 + 470.0 + 680.0 + 820.0 + 1000.0,9.330e-04,9711.448290409
47.0 || 100.0 and 47.0,1.940e-04,774.865974026
47.0 || 100.0 and 100.0,2.470e-04,901.77846325
47.0 || 100.0 and 220.0,3.670e-04,1136.934527353
47.0 || 100.0 and 330.0,4.770e-04,1312.863715954
47.0 || 100.0 and 470.0,6.170e-04,1564.191128241
47.0 || 100.0 and 680.0,8.270e-04,2129.677805887
47.0 || 100.0 and 820.0,9.670e-04,2522.376887586
47.0 || 100.0 and 47.0 + 100.0,1.790e-04,1117.762958184
47.0 || 100.0 and 47.0 + 220.0,1.857e-04,1352.919022287
47.0 || 100.0 and 47.0 + 330.0,1.881e-04,1528.848210888
47.0 || 100.0 and 47.0 + 470.0,1.897e-04,1780.175623175
47.0 || 100.0 and 47.0 + 680.0,1.910e-04,2345.662300821
47.0 || 100.0 and 47.0 + 820.0,1.915e-04,2738.36138252
47.0 || 100.0 and 47.0 + 1000.0,1.919e-04,3229.235234643
47.0 || 100.0 and 100.0 + 220.0,2.157e-04,1479.83151151
47.0 || 100.0 and 100.0 + 330.0,2.237e-04,1655.760700111
47.0 || 100.0 and 100.0 + 470.0,2.295e-04,1907.088112398
47.0 || 100.0 and 100.0 + 680.0,2.342e-04,2472.574790045
47.0 || 100.0 and 100.0 + 820.0,2.361e-04,2865.273871743
47.0 || 100.0 and 100.0 + 1000.0,2.379e-04,3356.147723867
47.0 || 100.0 and 220.0 + 330.0,2.790e-04,1890.916764214
47.0 || 100.0 and 220.0 + 470.0,2.969e-04,2142.244176501
47.0 || 100.0 and 220.0 + 680.0,3.132e-04,2707.730854147
47.0 || 100.0 and 220.0 + 820.0,3.205e-04,3100.429935846
47.0 || 100.0 and 220.0 + 1000.0,3.273e-04,3591.30378797
47.0 || 100.0 and 330.0 + 470.0,3.409e-04,2318.173365102
47.0 || 100.0 and 330.0 + 680.0,3.692e-04,2883.660042748
47.0 || 100.0 and 330.0 + 820.0,3.823e-04,3276.359124447
47.0 || 100.0 and 330.0 + 1000.0,3.951e-04,3767.232976571
47.0 || 100.0 and 470.0 + 680.0,4.249e-04,3134.987455036
47.0 || 100.0 and 470.0 + 820.0,4.458e-04,3527.686536734
47.0 || 100.0 and 470.0 + 1000.0,4.667e-04,4018.560388858
47.0 || 100.0 and 680.0 + 820.0,5.187e-04,4093.173214381
47.0 || 100.0 and 680.0 + 1000.0,5.518e-04,4584.047066504
47.0 || 100.0 and 820.0 + 1000.0,5.975e-04,4976.746148203
47.0 || 100.0 and 47.0 + 100.0 + 220.0,1.749e-04,1695.816006445
47.0 || 100.0 and 47.0 + 100.0 + 330.0,1.761e-04,1871.745195046
47.0 || 100.0 and 47.0 + 100.0 + 470.0,1.769e-04,2123.072607333
47.0 || 100.0 and 47.0 + 100.0 + 680.0,1.775e-04,2688.559284979
47.0 || 100.0 and 47.0 + 100.0 + 820.0,1.778e-04,3081.258366678
47.0 || 100.0 and 47.0 + 100.0 + 1000.0,1.780e-04,3572.132218801
47.0 || 100.0 and 47.0 + 220.0 + 330.0,1.817e-04,2106.901259148
47.0 || 100.0 and 47.0 + 220.0 + 470.0,1.828e-04,2358.228671436
47.0 || 100.0 and 47.0 + 220.0 + 680.0,1.836e-04,2923.715349082
47.0 || 100.0 and 47.0 + 220.0 + 820.0,1.840e-04,3316.41443078
47.0 || 100.0 and 47.0 + 220.0 + 1000.0,1.843e-04,3807.288282904
47.0 || 100.0 and 47.0 + 330.0 + 470.0,1.848e-04,2534.157860037
47.0 || 100.0 and 47.0 + 330.0 + 680.0,1.858e-04,3099.644537683
47.0 || 100.0 and 47.0 + 330.0 + 820.0,1.862e-04,3492.343619381
47.0 || 100.0 and 47.0 + 330.0 + 1000.0,1.865e-04,3983.217471505
47.0 || 100.0 and 47.0 + 470.0 + 680.0,1.872e-04,3350.97194997
47.0 || 100.0 and 47.0 + 470.0 + 820.0,1.876e-04,3743.671031669
47.0 || 100.0 and 47.0 + 470.0 + 1000.0,1.880e-04,4234.544883792
47.0 || 100.0 and 47.0 + 680.0 + 820.0,1.887e-04,4309.157709315
47.0 || 100.0 and 47.0 + 680.0 + 1000.0,1.891e-04,4800.031561438
47.0 || 100.0 and 47.0 + 820.0 + 1000.0,1.896e-04,5192.730643137
47.0 || 100.0 and 100.0 + 220.0 + 330.0,2.039e-04,2233.813748372
47.0 || 100.0 and 100.0 + 220.0 + 470.0,2.070e-04,2485.141160659
47.0 || 100.0 and 100.0 + 220.0 + 680.0,2.094e-04,3050.627838305
47.0 || 100.0 and 100.0 + 220.0 + 820.0,2.104e-04,3443.326920004
47.0 || 100.0 and 100.0 + 220.0 + 1000.0,2.113e-04,3934.200772127
47.0 || 100.0 and 100.0 + 330.0 + 470.0,2.130e-04,2661.07034926
47.0 || 100.0 and 100.0 + 330.0 + 680.0,2.160e-04,3226.557026906
47.0 || 100.0 and 100.0 + 330.0 + 820.0,2.172e-04,3619.256108605
47.0 || 100.0 and 100.0 + 330.0 + 1000.0,2.183e-04,4110.129960728
47.0 || 100.0 and 100.0 + 470.0 + 680.0,2.205e-04,3477.884439193
47.0 || 100.0 and 100.0 + 470.0 + 820.0,2.219e-04,3870.583520892
47.0 || 100.0 and 100.0 + 470.0 + 1000.0,2.232e-04,4361.457373015
47.0 || 100.0 and 100.0 + 680.0 + 820.0,2.258e-04,4436.070198538
47.0 || 100.0 and 100.0 + 680.0 + 1000.0,2.272e-04,4926.944050662
47.0 || 100.0 and 100.0 + 820.0 + 1000.0,2.288e-04,5319.64313236
47.0 || 100.0 and 220.0 + 330.0 + 470.0,2.501e-04,2896.226413363
47.0 || 100.0 and 220.0 + 330.0 + 680.0,2.575e-04,3461.713091009
47.0 || 100.0 and 220.0 + 330.0 + 820.0,2.607e-04,3854.412172708
47.0 || 100.0 and 220.0 + 330.0 + 1000.0,2.636e-04,4345.286024831
47.0 || 100.0 and 220.0 + 470.0 + 680.0,2.698e-04,3713.040503296
47.0 || 100.0 and 220.0 + 470.0 + 820.0,2.737e-04,4105.739584995
47.0 || 100.0 and 220.0 + 470.0 + 1000.0,2.773e-04,4596.613437118
47.0 || 100.0 and 220.0 + 680.0 + 820.0,2.852e-04,4671.226262641
47.0 || 100.0 and 220.0 + 680.0 + 1000.0,2.895e-04,5162.100114764
47.0 || 100.0 and 220.0 + 820.0 + 1000.0,2.948e-04,5554.799196463
47.0 || 100.0 and 330.0 + 470.0 + 680.0,2.979e-04,3888.969691897
47.0 || 100.0 and 330.0 + 470.0 + 820.0,3.038e-04,4281.668773596
47.0 || 100.0 and 330.0 + 470.0 + 1000.0,3.094e-04,4772.542625719
47.0 || 100.0 and 330.0 + 680.0 + 820.0,3.218e-04,4847.155451242
47.0 || 100.0 and 330.0 + 680.0 + 1000.0,3.288e-04,5338.029303365
47.0 || 100.0 and 330.0 + 820.0 + 1000.0,3.375e-04,5730.728385064
47.0 || 100.0 and 470.0 + 680.0 + 820.0,3.546e-04,5098.482863529
47.0 || 100.0 and 470.0 + 680.0 + 1000.0,3.645e-04,5589.356715653
47.0 || 100.0 and 470.0 + 820.0 + 1000.0,3.770e-04,5982.055797351
47.0 || 100.0 and 680.0 + 820.0 + 1000.0,4.180e-04,6547.542474998
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 330.0,1.727e-04,2449.798243306
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 470.0,1.734e-04,2701.125655593
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 680.0,1.738e-04,3266.612333239
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 820.0,1.740e-04,3659.311414938
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 1000.0,1.742e-04,4150.185267062
47.0 || 100.0 and 47.0 + 100.0 + 330.0 + 470.0,1.744e-04,2877.054844194
47.0 || 100.0 and 47.0 + 100.0 + 330.0 + 680.0,1.750e-04,3442.54152184
47.0 || 100.0 and 47.0 + 100.0 + 330.0 + 820.0,1.751e-04,3835.240603539
47.0 || 100.0 and 47.0 + 100.0 + 330.0 + 1000.0,1.753e-04,4326.114455663
47.0 || 100.0 and 47.0 + 100.0 + 470.0 + 680.0,1.757e-04,3693.868934128
47.0 || 100.0 and 47.0 + 100.0 + 470.0 + 820.0,1.759e-04,4086.568015826
47.0 || 100.0 and 47.0 + 100.0 + 470.0 + 1000.0,1.761e-04,4577.44186795
47.0 || 100.0 and 47.0 + 100.0 + 680.0 + 820.0,1.764e-04,4652.054693472
47.0 || 100.0 and 47.0 + 100.0 + 680.0 + 1000.0,1.766e-04,5142.928545596
47.0 || 100.0 and 47.0 + 100.0 + 820.0 + 1000.0,1.769e-04,5535.627627295
47.0 || 100.0 and 47.0 + 220.0 + 330.0 + 470.0,1.793e-04,3112.210908297
47.0 || 100.0 and 47.0 + 220.0 + 330.0 + 680.0,1.800e-04,3677.697585943
47.0 || 100.0 and 47.0 + 220.0 + 330.0 + 820.0,1.803e-04,4070.396667642
47.0 || 100.0 and 47.0 + 220.0 + 330.0 + 1000.0,1.805e-04,4561.270519765
47.0 || 100.0 and 47.0 + 220.0 + 470.0 + 680.0,1.810e-04,3929.02499823
47.0 || 100.0 and 47.0 + 220.0 + 470.0 + 820.0,1.813e-04,4321.724079929
47.0 || 100.0 and 47.0 + 220.0 + 470.0 + 1000.0,1.815e-04,4812.597932053
47.0 || 100.0 and 47.0 + 220.0 + 680.0 + 820.0,1.821e-04,4887.210757575
47.0 || 100.0 and 47.0 + 220.0 + 680.0 + 1000.0,1.823e-04,5378.084609699
47.0 || 100.0 and 47.0 + 220.0 + 820.0 + 1000.0,1.827e-04,5770.783691397
47.0 || 100.0 and 47.0 + 330.0 + 470.0 + 680.0,1.828e-04,4104.954186831
47.0 || 100.0 and 47.0 + 330.0 + 470.0 + 820.0,1.832e-04,4497.65326853
47.0 || 100.0 and 47.0 + 330.0 + 470.0 + 1000.0,1.835e-04,4988.527120654
47.0 || 100.0 and 47.0 + 330.0 + 680.0 + 820.0,1.840e-04,5063.139946176
47.0 || 100.0 and 47.0 + 330.0 + 680.0 + 1000.0,1.843e-04,5554.0137983
47.0 || 100.0 and 47.0 + 330.0 + 820.0 + 1000.0,1.847e-04,5946.712879998
47.0 || 100.0 and 47.0 + 470.0 + 680.0 + 820.0,1.853e-04,5314.467358464
47.0 || 100.0 and 47.0 + 470.0 + 680.0 + 1000.0,1.856e-04,5805.341210587
47.0 || 100.0 and 47.0 + 470.0 + 820.0 + 1000.0,1.860e-04,6198.040292286
47.0 || 100.0 and 47.0 + 680.0 + 820.0 + 1000.0,1.871e-04,6763.526969932
47.0 || 100.0 and 100.0 + 220.0 + 330.0 + 470.0,1.978e-04,3239.12339752
47.0 || 100.0 and 100.0 + 220.0 + 330.0 + 680.0,1.995e-04,3804.610075167
47.0 || 100.0 and 100.0 + 220.0 + 330.0 + 820.0,2.002e-04,4197.309156865
47.0 || 100.0 and 100.0 + 220.0 + 330.0 + 1000.0,2.008e-04,4688.183008989
47.0 || 100.0 and 100.0 + 220.0 + 470.0 + 680.0,2.021e-04,4055.937487454
47.0 || 100.0 and 100.0 + 220.0 + 470.0 + 820.0,2.029e-04,4448.636569153
47.0 || 100.0 and 100.0 + 220.0 + 470.0 + 1000.0,2.036e-04,4939.510421276
47.0 || 100.0 and 100.0 + 220.0 + 680.0 + 820.0,2.050e-04,5014.123246799
47.0 || 100.0 and 100.0 + 220.0 + 680.0 + 1000.0,2.058e-04,5504.997098922
47.0 || 100.0 and 100.0 + 220.0 + 820.0 + 1000.0,2.066e-04,5897.696180621
47.0 || 100.0 and 100.0 + 330.0 + 470.0 + 680.0,2.071e-04,4231.866676055
47.0 || 100.0 and 100.0 + 330.0 + 470.0 + 820.0,2.081e-04,4624.565757754
47.0 || 100.0 and 100.0 + 330.0 + 470.0 + 1000.0,2.089e-04,5115.439609877
47.0 || 100.0 and 100.0 + 330.0 + 680.0 + 820.0,2.106e-04,5190.0524354
47.0 || 100.0 and 100.0 + 330.0 + 680.0 + 1000.0,2.115e-04,5680.926287523
47.0 || 100.0 and 100.0 + 330.0 + 820.0 + 1000.0,2.126e-04,6073.625369222
47.0 || 100.0 and 100.0 + 470.0 + 680.0 + 820.0,2.145e-04,5441.379847687
47.0 || 100.0 and 100.0 + 470.0 + 680.0 + 1000.0,2.155e-04,5932.25369981
47.0 || 100.0 and 100.0 + 470.0 + 820.0 + 1000.0,2.167e-04,6324.952781509
47.0 || 100.0 and 100.0 + 680.0 + 820.0 + 1000.0,2.200e-04,6890.439459155
47.0 || 100.0 and 220.0 + 330.0 + 470.0 + 680.0,2.365e-04,4467.022740158
47.0 || 100.0 and 220.0 + 330.0 + 470.0 + 820.0,2.386e-04,4859.721821856
47.0 || 100.0 and 220.0 + 330.0 + 470.0 + 1000.0,2.404e-04,5350.59567398
47.0 || 100.0 and 220.0 + 330.0 + 680.0 + 820.0,2.444e-04,5425.208499503
47.0 || 100.0 and 220.0 + 330.0 + 680.0 + 1000.0,2.465e-04,5916.082351626
47.0 || 100.0 and 220.0 + 330.0 + 820.0 + 1000.0,2.491e-04,6308.781433325
47.0 || 100.0 and 220.0 + 470.0 + 680.0 + 820.0,2.538e-04,5676.53591179
47.0 || 100.0 and 220.0 + 470.0 + 680.0 + 1000.0,2.564e-04,6167.409763913
47.0 || 100.0 and 220.0 + 470.0 + 820.0 + 1000.0,2.595e-04,6560.108845612
47.0 || 100.0 and 220.0 + 680.0 + 820.0 + 1000.0,2.684e-04,7125.595523258
47.0 || 100.0 and 330.0 + 470.0 + 680.0 + 820.0,2.744e-04,5852.465100391
47.0 || 100.0 and 330.0 + 470.0 + 680.0 + 1000.0,2.781e-04,6343.338952514
47.0 || 100.0 and 330.0 + 470.0 + 820.0 + 1000.0,2.825e-04,6736.038034213
47.0 || 100.0 and 330.0 + 680.0 + 820.0 + 1000.0,2.958e-04,7301.524711859
47.0 || 100.0 and 470.0 + 680.0 + 820.0 + 1000.0,3.189e-04,7552.852124146
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,1.714e-04,3455.107892455
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,1.718e-04,4020.594570101
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,1.720e-04,4413.2936518
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,1.721e-04,4904.167503923
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,1.724e-04,4271.921982388
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,1.725e-04,4664.621064087
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,1.727e-04,5155.49491621
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,1.730e-04,5230.107741733
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,1.731e-04,5720.981593856
47.0 || 100.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,1.733e-04,6113.680675555
47.0 || 100.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,1.734e-04,4447.851170989
47.0 || 100.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,1.736e-04,4840.550252688
47.0 || 100.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,1.737e-04,5331.424104811
47.0 || 100.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,1.740e-04,5406.036930334
47.0 || 100.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,1.742e-04,5896.910782457
47.0 || 100.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,1.744e-04,6289.609864156
47.0 || 100.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,1.747e-04,5657.364342621
47.0 || 100.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,1.749e-04,6148.238194745
47.0 || 100.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,1.751e-04,6540.937276443
47.0 || 100.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,1.756e-04,7106.42395409
47.0 || 100.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,1.778e-04,4683.007235092
47.0 || 100.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,1.781e-04,5075.706316791
47.0 || 100.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,1.783e-04,5566.580168914
47.0 || 100.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,1.787e-04,5641.192994437
47.0 || 100.0 and 47.0 + 220.0 + 330.0 + 680.0 + 1000.0,1.789e-04,6132.06684656
47.0 || 100.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,1.792e-04,6524.765928259
47.0 || 100.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,1.796e-04,5892.520406724
47.0 || 100.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,1.799e-04,6383.394258847
47.0 || 100.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,1.801e-04,6776.093340546
47.0 || 100.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,1.809e-04,7341.580018192
47.0 || 100.0 and 47.0 + 330.0 + 470.0 + 680.0 + 820.0,1.813e-04,6068.449595325
47.0 || 100.0 and 47.0 + 330.0 + 470.0 + 680.0 + 1000.0,1.816e-04,6559.323447448
47.0 || 100.0 and 47.0 + 330.0 + 470.0 + 820.0 + 1000.0,1.819e-04,6952.022529147
47.0 || 100.0 and 47.0 + 330.0 + 680.0 + 820.0 + 1000.0,1.827e-04,7517.509206793
47.0 || 100.0 and 47.0 + 470.0 + 680.0 + 820.0 + 1000.0,1.839e-04,7768.836619081
47.0 || 100.0 and 100.0 + 220.0 + 330.0 + 470.0 + 680.0,1.942e-04,4809.919724315
47.0 || 100.0 and 100.0 + 220.0 + 330.0 + 470.0 + 820.0,1.948e-04,5202.618806014
47.0 || 100.0 and 100.0 + 220.0 + 330.0 + 470.0 + 1000.0,1.953e-04,5693.492658138
47.0 || 100.0 and 100.0 + 220.0 + 330.0 + 680.0 + 820.0,1.963e-04,5768.10548366
47.0 || 100.0 and 100.0 + 220.0 + 330.0 + 680.0 + 1000.0,1.969e-04,6258.979335784
47.0 || 100.0 and 100.0 + 220.0 + 330.0 + 820.0 + 1000.0,1.975e-04,6651.678417482
47.0 || 100.0 and 100.0 + 220.0 + 470.0 + 680.0 + 820.0,1.986e-04,6019.432895947
47.0 || 100.0 and 100.0 + 220.0 + 470.0 + 680.0 + 1000.0,1.992e-04,6510.306748071
47.0 || 100.0 and 100.0 + 220.0 + 470.0 + 820.0 + 1000.0,1.999e-04,6903.00582977
47.0 || 100.0 and 100.0 + 220.0 + 680.0 + 820.0 + 1000.0,2.018e-04,7468.492507416
47.0 || 100.0 and 100.0 + 330.0 + 470.0 + 680.0 + 820.0,2.030e-04,6195.362084548
47.0 || 100.0 and 100.0 + 330.0 + 470.0 + 680.0 + 1000.0,2.037e-04,6686.235936672
47.0 || 100.0 and 100.0 + 330.0 + 470.0 + 820.0 + 1000.0,2.045e-04,7078.935018371
47.0 || 100.0 and 100.0 + 330.0 + 680.0 + 820.0 + 1000.0,2.068e-04,7644.421696017
47.0 || 100.0 and 100.0 + 470.0 + 680.0 + 820.0 + 1000.0,2.102e-04,7895.749108304
47.0 || 100.0 and 220.0 + 330.0 + 470.0 + 680.0 + 820.0,2.277e-04,6430.518148651
47.0 || 100.0 and 220.0 + 330.0 + 470.0 + 680.0 + 1000.0,2.291e-04,6921.392000775
47.0 || 100.0 and 220.0 + 330.0 + 470.0 + 820.0 + 1000.0,2.309e-04,7314.091082473
47.0 || 100.0 and 220.0 + 330.0 + 680.0 + 820.0 + 1000.0,2.358e-04,7879.57776012
47.0 || 100.0 and 220.0 + 470.0 + 680.0 + 820.0 + 1000.0,2.435e-04,8130.905172407
47.0 || 100.0 and 330.0 + 470.0 + 680.0 + 820.0 + 1000.0,2.600e-04,8306.834361008
47.0 || 220.0 and 47.0,3.140e-04,1010.022038129
47.0 || 220.0 and 100.0,3.670e-04,1136.934527353
47.0 || 220.0 and 220.0,4.870e-04,1372.090591455
47.0 || 220.0 and 330.0,5.970e-04,1548.019780056
47.0 || 220.0 and 470.0,7.370e-04,1799.347192344
47.0 || 220.0 and 680.0,9.470e-04,2364.83386999
47.0 || 220.0 and 47.0 + 100.0,2.990e-04,1352.919022287
47.0 || 220.0 and 47.0 + 220.0,3.057e-04,1588.07508639
47.0 || 220.0 and 47.0 + 330.0,3.081e-04,1764.004274991
47.0 || 220.0 and 47.0 + 470.0,3.097e-04,2015.331687278
47.0 || 220.0 and 47.0 + 680.0,3.110e-04,2580.818364924
47.0 || 220.0 and 47.0 + 820.0,3.115e-04,2973.517446623
47.0 || 220.0 and 47.0 + 1000.0,3.119e-04,3464.391298746
47.0 || 220.0 and 100.0 + 220.0,3.358e-04,1714.987575613
47.0 || 220.0 and 100.0 + 330.0,3.437e-04,1890.916764214
47.0 || 220.0 and 100.0 + 470.0,3.495e-04,2142.244176501
47.0 || 220.0 and 100.0 + 680.0,3.542e-04,2707.730854147
47.0 || 220.0 and 100.0 + 820.0,3.561e-04,3100.429935846
47.0 || 220.0 and 100.0 + 1000.0,3.579e-04,3591.30378797
47.0 || 220.0 and 220.0 + 330.0,3.990e-04,2126.072828317
47.0 || 220.0 and 220.0 + 470.0,4.169e-04,2377.400240604
47.0 || 220.0 and 220.0 + 680.0,4.332e-04,2942.88691825
47.0 || 220.0 and 220.0 + 820.0,4.405e-04,3335.585999949
47.0 || 220.0 and 220.0 + 1000.0,4.473e-04,3826.459852072
47.0 || 220.0 and 330.0 + 470.0,4.609e-04,2553.329429205
47.0 || 220.0 and 330.0 + 680.0,4.892e-04,3118.816106851
47.0 || 220.0 and 330.0 + 820.0,5.023e-04,3511.51518855
47.0 || 220.0 and 330.0 + 1000.0,5.151e-04,4002.389040673
47.0 || 220.0 and 470.0 + 680.0,5.449e-04,3370.143519138
47.0 || 220.0 and 470.0 + 820.0,5.658e-04,3762.842600837
47.0 || 220.0 and 470.0 + 1000.0,5.867e-04,4253.716452961
47.0 || 220.0 and 680.0 + 820.0,6.387e-04,4328.329278483
47.0 || 220.0 and 680.0 + 1000.0,6.718e-04,4819.203130607
47.0 || 220.0 and 820.0 + 1000.0,7.175e-04,5211.902212305
47.0 || 220.0 and 47.0 + 100.0 + 220.0,2.949e-04,1930.972070547
47.0 || 220.0 and 47.0 + 100.0 + 330.0,2.961e-04,2106.901259148
47.0 || 220.0 and 47.0 + 100.0 + 470.0,2.969e-04,2358.228671436
47.0 || 220.0 and 47.0 + 100.0 + 680.0,2.975e-04,2923.715349082
47.0 || 220.0 and 47.0 + 100.0 + 820.0,2.978e-04,3316.41443078
47.0 || 220.0 and 47.0 + 100.0 + 1000.0,2.980e-04,3807.288282904
47.0 || 220.0 and 47.0 + 220.0 + 330.0,3.017e-04,2342.057323251
47.0 || 220.0 and 47.0 + 220.0 + 470.0,3.028e-04,2593.384735538
47.0 || 220.0 and 47.0 + 220.0 + 680.0,3.036e-04,3158.871413185
47.0 || 220.0 and 47.0 + 220.0 + 820.0,3.040e-04,3551.570494883
47.0 || 220.0 and 47.0 + 220.0 + 1000.0,3.043e-04,4042.444347007
47.0 || 220.0 and 47.0 + 330.0 + 470.0,3.048e-04,2769.313924139
47.0 || 220.0 and 47.0 + 330.0 + 680.0,3.058e-04,3334.800601786
47.0 || 220.0 and 47.0 + 330.0 + 820.0,3.062e-04,3727.499683484
47.0 || 220.0 and 47.0 + 330.0 + 1000.0,3.065e-04,4218.373535608
47.0 || 220.0 and 47.0 + 470.0 + 680.0,3.072e-04,3586.128014073
47.0 || 220.0 and 47.0 + 470.0 + 820.0,3.076e-04,3978.827095771
47.0 || 220.0 and 47.0 + 470.0 + 1000.0,3.080e-04,4469.700947895
47.0 || 220.0 and 47.0 + 680.0 + 820.0,3.087e-04,4544.313773418
47.0 || 220.0 and 47.0 + 680.0 + 1000.0,3.091e-04,5035.187625541
47.0 || 220.0 and 47.0 + 820.0 + 1000.0,3.096e-04,5427.88670724
47.0 || 220.0 and 100.0 + 220.0 + 330.0,3.239e-04,2468.969812475
47.0 || 220.0 and 100.0 + 220.0 + 470.0,3.270e-04,2720.297224762
47.0 || 220.0 and 100.0 + 220.0 + 680.0,3.294e-04,3285.783902408
47.0 || 220.0 and 100.0 + 220.0 + 820.0,3.304e-04,3678.482984107
47.0 || 220.0 and 100.0 + 220.0 + 1000.0,3.313e-04,4169.35683623
47.0 || 220.0 and 100.0 + 330.0 + 470.0,3.330e-04,2896.226413363
47.0 || 220.0 and 100.0 + 330.0 + 680.0,3.360e-04,3461.713091009
