Combination,Cap(uF),Vol(mm^3)
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 680.0,7.994e-04,4291.093551557
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 820.0,8.004e-04,4683.792633255
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 1000.0,8.013e-04,5174.666485379
47.0 || 220.0 || 470.0 and 100.0 + 330.0 + 470.0,8.030e-04,3901.536062512
47.0 || 220.0 || 470.0 and 100.0 + 330.0 + 680.0,8.060e-04,4467.022740158
47.0 || 220.0 || 470.0 and 100.0 + 330.0 + 820.0,8.072e-04,4859.721821856
47.0 || 220.0 || 470.0 and 100.0 + 330.0 + 1000.0,8.083e-04,5350.59567398
47.0 || 220.0 || 470.0 and 100.0 + 470.0 + 680.0,8.105e-04,4718.350152445
47.0 || 220.0 || 470.0 and 100.0 + 470.0 + 820.0,8.119e-04,5111.049234144
47.0 || 220.0 || 470.0 and 100.0 + 470.0 + 1000.0,8.132e-04,5601.923086267
47.0 || 220.0 || 470.0 and 100.0 + 680.0 + 820.0,8.158e-04,5676.53591179
47.0 || 220.0 || 470.0 and 100.0 + 680.0 + 1000.0,8.172e-04,6167.409763913
47.0 || 220.0 || 470.0 and 100.0 + 820.0 + 1000.0,8.188e-04,6560.108845612
47.0 || 220.0 || 470.0 and 220.0 + 330.0 + 470.0,8.401e-04,4136.692126614
47.0 || 220.0 || 470.0 and 220.0 + 330.0 + 680.0,8.475e-04,4702.178804261
47.0 || 220.0 || 470.0 and 220.0 + 330.0 + 820.0,8.507e-04,5094.877885959
47.0 || 220.0 || 470.0 and 220.0 + 330.0 + 1000.0,8.536e-04,5585.751738083
47.0 || 220.0 || 470.0 and 220.0 + 470.0 + 680.0,8.598e-04,4953.506216548
47.0 || 220.0 || 470.0 and 220.0 + 470.0 + 820.0,8.637e-04,5346.205298246
47.0 || 220.0 || 470.0 and 220.0 + 470.0 + 1000.0,8.673e-04,5837.07915037
47.0 || 220.0 || 470.0 and 220.0 + 680.0 + 820.0,8.752e-04,5911.691975893
47.0 || 220.0 || 470.0 and 220.0 + 680.0 + 1000.0,8.795e-04,6402.565828016
47.0 || 220.0 || 470.0 and 220.0 + 820.0 + 1000.0,8.848e-04,6795.264909715
47.0 || 220.0 || 470.0 and 330.0 + 470.0 + 680.0,8.879e-04,5129.435405149
47.0 || 220.0 || 470.0 and 330.0 + 470.0 + 820.0,8.938e-04,5522.134486847
47.0 || 220.0 || 470.0 and 330.0 + 470.0 + 1000.0,8.994e-04,6013.008338971
47.0 || 220.0 || 470.0 and 330.0 + 680.0 + 820.0,9.118e-04,6087.621164494
47.0 || 220.0 || 470.0 and 330.0 + 680.0 + 1000.0,9.188e-04,6578.495016617
47.0 || 220.0 || 470.0 and 330.0 + 820.0 + 1000.0,9.275e-04,6971.194098316
47.0 || 220.0 || 470.0 and 470.0 + 680.0 + 820.0,9.446e-04,6338.948576781
47.0 || 220.0 || 470.0 and 470.0 + 680.0 + 1000.0,9.545e-04,6829.822428904
47.0 || 220.0 || 470.0 and 470.0 + 820.0 + 1000.0,9.670e-04,7222.521510603
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 330.0,7.627e-04,3690.263956558
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 470.0,7.634e-04,3941.591368845
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 680.0,7.638e-04,4507.078046491
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 820.0,7.640e-04,4899.77712819
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 1000.0,7.642e-04,5390.650980313
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 470.0,7.644e-04,4117.520557446
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 680.0,7.650e-04,4683.007235092
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 820.0,7.651e-04,5075.706316791
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 1000.0,7.653e-04,5566.580168914
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 470.0 + 680.0,7.657e-04,4934.334647379
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 470.0 + 820.0,7.659e-04,5327.033729078
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 470.0 + 1000.0,7.661e-04,5817.907581201
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 680.0 + 820.0,7.664e-04,5892.520406724
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 680.0 + 1000.0,7.666e-04,6383.394258847
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 820.0 + 1000.0,7.669e-04,6776.093340546
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 470.0,7.693e-04,4352.676621549
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 680.0,7.700e-04,4918.163299195
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 820.0,7.703e-04,5310.862380894
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 1000.0,7.705e-04,5801.736233017
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 470.0 + 680.0,7.710e-04,5169.490711482
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 470.0 + 820.0,7.713e-04,5562.189793181
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 470.0 + 1000.0,7.715e-04,6053.063645304
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 680.0 + 820.0,7.721e-04,6127.676470827
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 680.0 + 1000.0,7.723e-04,6618.55032295
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 820.0 + 1000.0,7.727e-04,7011.249404649
47.0 || 220.0 || 470.0 and 47.0 + 330.0 + 470.0 + 680.0,7.728e-04,5345.419900083
47.0 || 220.0 || 470.0 and 47.0 + 330.0 + 470.0 + 820.0,7.732e-04,5738.118981782
47.0 || 220.0 || 470.0 and 47.0 + 330.0 + 470.0 + 1000.0,7.735e-04,6228.992833905
47.0 || 220.0 || 470.0 and 47.0 + 330.0 + 680.0 + 820.0,7.740e-04,6303.605659428
47.0 || 220.0 || 470.0 and 47.0 + 330.0 + 680.0 + 1000.0,7.743e-04,6794.479511551
47.0 || 220.0 || 470.0 and 47.0 + 330.0 + 820.0 + 1000.0,7.747e-04,7187.17859325
47.0 || 220.0 || 470.0 and 47.0 + 470.0 + 680.0 + 820.0,7.753e-04,6554.933071715
47.0 || 220.0 || 470.0 and 47.0 + 470.0 + 680.0 + 1000.0,7.756e-04,7045.806923839
47.0 || 220.0 || 470.0 and 47.0 + 470.0 + 820.0 + 1000.0,7.760e-04,7438.506005537
47.0 || 220.0 || 470.0 and 47.0 + 680.0 + 820.0 + 1000.0,7.771e-04,8003.992683183
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 470.0,7.878e-04,4479.589110772
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 680.0,7.895e-04,5045.075788418
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 820.0,7.902e-04,5437.774870117
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 1000.0,7.908e-04,5928.64872224
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 470.0 + 680.0,7.921e-04,5296.403200705
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 470.0 + 820.0,7.929e-04,5689.102282404
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 470.0 + 1000.0,7.936e-04,6179.976134528
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 680.0 + 820.0,7.950e-04,6254.58896005
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 680.0 + 1000.0,7.958e-04,6745.462812174
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 820.0 + 1000.0,7.966e-04,7138.161893872
47.0 || 220.0 || 470.0 and 100.0 + 330.0 + 470.0 + 680.0,7.971e-04,5472.332389306
47.0 || 220.0 || 470.0 and 100.0 + 330.0 + 470.0 + 820.0,7.981e-04,5865.031471005
47.0 || 220.0 || 470.0 and 100.0 + 330.0 + 470.0 + 1000.0,7.989e-04,6355.905323129
47.0 || 220.0 || 470.0 and 100.0 + 330.0 + 680.0 + 820.0,8.006e-04,6430.518148651
47.0 || 220.0 || 470.0 and 100.0 + 330.0 + 680.0 + 1000.0,8.015e-04,6921.392000775
47.0 || 220.0 || 470.0 and 100.0 + 330.0 + 820.0 + 1000.0,8.026e-04,7314.091082473
47.0 || 220.0 || 470.0 and 100.0 + 470.0 + 680.0 + 820.0,8.045e-04,6681.845560938
47.0 || 220.0 || 470.0 and 100.0 + 470.0 + 680.0 + 1000.0,8.055e-04,7172.719413062
47.0 || 220.0 || 470.0 and 100.0 + 470.0 + 820.0 + 1000.0,8.067e-04,7565.418494761
47.0 || 220.0 || 470.0 and 100.0 + 680.0 + 820.0 + 1000.0,8.100e-04,8130.905172407
47.0 || 220.0 || 470.0 and 220.0 + 330.0 + 470.0 + 680.0,8.265e-04,5707.488453409
47.0 || 220.0 || 470.0 and 220.0 + 330.0 + 470.0 + 820.0,8.286e-04,6100.187535108
47.0 || 220.0 || 470.0 and 220.0 + 330.0 + 470.0 + 1000.0,8.304e-04,6591.061387231
47.0 || 220.0 || 470.0 and 220.0 + 330.0 + 680.0 + 820.0,8.344e-04,6665.674212754
47.0 || 220.0 || 470.0 and 220.0 + 330.0 + 680.0 + 1000.0,8.365e-04,7156.548064878
47.0 || 220.0 || 470.0 and 220.0 + 330.0 + 820.0 + 1000.0,8.391e-04,7549.247146576
47.0 || 220.0 || 470.0 and 220.0 + 470.0 + 680.0 + 820.0,8.438e-04,6917.001625041
47.0 || 220.0 || 470.0 and 220.0 + 470.0 + 680.0 + 1000.0,8.464e-04,7407.875477165
47.0 || 220.0 || 470.0 and 220.0 + 470.0 + 820.0 + 1000.0,8.495e-04,7800.574558863
47.0 || 220.0 || 470.0 and 220.0 + 680.0 + 820.0 + 1000.0,8.584e-04,8366.06123651
47.0 || 220.0 || 470.0 and 330.0 + 470.0 + 680.0 + 820.0,8.644e-04,7092.930813642
47.0 || 220.0 || 470.0 and 330.0 + 470.0 + 680.0 + 1000.0,8.681e-04,7583.804665766
47.0 || 220.0 || 470.0 and 330.0 + 470.0 + 820.0 + 1000.0,8.725e-04,7976.503747464
47.0 || 220.0 || 470.0 and 330.0 + 680.0 + 820.0 + 1000.0,8.858e-04,8541.990425111
47.0 || 220.0 || 470.0 and 470.0 + 680.0 + 820.0 + 1000.0,9.089e-04,8793.317837398
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,7.614e-04,4695.573605706
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,7.618e-04,5261.060283353
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,7.620e-04,5653.759365051
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,7.621e-04,6144.633217175
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,7.624e-04,5512.38769564
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,7.625e-04,5905.086777338
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,7.627e-04,6395.960629462
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,7.630e-04,6470.573454985
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,7.631e-04,6961.447307108
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,7.633e-04,7354.146388807
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,7.634e-04,5688.316884241
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,7.636e-04,6081.015965939
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,7.637e-04,6571.889818063
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,7.640e-04,6646.502643586
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,7.642e-04,7137.376495709
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,7.644e-04,7530.075577408
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,7.647e-04,6897.830055873
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,7.649e-04,7388.703907996
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,7.651e-04,7781.402989695
47.0 || 220.0 || 470.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,7.656e-04,8346.889667341
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,7.678e-04,5923.472948344
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,7.681e-04,6316.172030042
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,7.683e-04,6807.045882166
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,7.687e-04,6881.658707688
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 680.0 + 1000.0,7.689e-04,7372.532559812
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,7.692e-04,7765.231641511
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,7.696e-04,7132.986119976
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,7.699e-04,7623.859972099
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,7.701e-04,8016.559053798
47.0 || 220.0 || 470.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,7.709e-04,8582.045731444
47.0 || 220.0 || 470.0 and 47.0 + 330.0 + 470.0 + 680.0 + 820.0,7.713e-04,7308.915308577
47.0 || 220.0 || 470.0 and 47.0 + 330.0 + 470.0 + 680.0 + 1000.0,7.716e-04,7799.7891607
47.0 || 220.0 || 470.0 and 47.0 + 330.0 + 470.0 + 820.0 + 1000.0,7.719e-04,8192.488242399
47.0 || 220.0 || 470.0 and 47.0 + 330.0 + 680.0 + 820.0 + 1000.0,7.727e-04,8757.974920045
47.0 || 220.0 || 470.0 and 47.0 + 470.0 + 680.0 + 820.0 + 1000.0,7.739e-04,9009.302332332
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 470.0 + 680.0,7.842e-04,6050.385437567
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 470.0 + 820.0,7.848e-04,6443.084519266
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 470.0 + 1000.0,7.853e-04,6933.958371389
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 680.0 + 820.0,7.863e-04,7008.571196912
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 680.0 + 1000.0,7.869e-04,7499.445049035
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 820.0 + 1000.0,7.875e-04,7892.144130734
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 470.0 + 680.0 + 820.0,7.886e-04,7259.898609199
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 470.0 + 680.0 + 1000.0,7.892e-04,7750.772461322
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 470.0 + 820.0 + 1000.0,7.899e-04,8143.471543021
47.0 || 220.0 || 470.0 and 100.0 + 220.0 + 680.0 + 820.0 + 1000.0,7.918e-04,8708.958220667
47.0 || 220.0 || 470.0 and 100.0 + 330.0 + 470.0 + 680.0 + 820.0,7.930e-04,7435.8277978
47.0 || 220.0 || 470.0 and 100.0 + 330.0 + 470.0 + 680.0 + 1000.0,7.937e-04,7926.701649923
47.0 || 220.0 || 470.0 and 100.0 + 330.0 + 470.0 + 820.0 + 1000.0,7.945e-04,8319.400731622
47.0 || 220.0 || 470.0 and 100.0 + 330.0 + 680.0 + 820.0 + 1000.0,7.968e-04,8884.887409268
47.0 || 220.0 || 470.0 and 100.0 + 470.0 + 680.0 + 820.0 + 1000.0,8.002e-04,9136.214821556
47.0 || 220.0 || 470.0 and 220.0 + 330.0 + 470.0 + 680.0 + 820.0,8.177e-04,7670.983861903
47.0 || 220.0 || 470.0 and 220.0 + 330.0 + 470.0 + 680.0 + 1000.0,8.191e-04,8161.857714026
47.0 || 220.0 || 470.0 and 220.0 + 330.0 + 470.0 + 820.0 + 1000.0,8.209e-04,8554.556795725
47.0 || 220.0 || 470.0 and 220.0 + 330.0 + 680.0 + 820.0 + 1000.0,8.258e-04,9120.043473371
47.0 || 220.0 || 470.0 and 220.0 + 470.0 + 680.0 + 820.0 + 1000.0,8.335e-04,9371.370885658
47.0 || 220.0 || 470.0 and 330.0 + 470.0 + 680.0 + 820.0 + 1000.0,8.500e-04,9547.300074259
47.0 || 220.0 || 680.0 and 47.0,9.940e-04,2580.818364924
47.0 || 220.0 || 680.0 and 47.0 + 100.0,9.790e-04,2923.715349082
47.0 || 220.0 || 680.0 and 47.0 + 220.0,9.857e-04,3158.871413185
47.0 || 220.0 || 680.0 and 47.0 + 330.0,9.881e-04,3334.800601786
47.0 || 220.0 || 680.0 and 47.0 + 470.0,9.897e-04,3586.128014073
47.0 || 220.0 || 680.0 and 47.0 + 680.0,9.910e-04,4151.614691719
47.0 || 220.0 || 680.0 and 47.0 + 820.0,9.915e-04,4544.313773418
47.0 || 220.0 || 680.0 and 47.0 + 1000.0,9.919e-04,5035.187625541
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 220.0,9.749e-04,3501.768397342
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 330.0,9.761e-04,3677.697585943
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 470.0,9.769e-04,3929.02499823
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 680.0,9.775e-04,4494.511675877
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 820.0,9.778e-04,4887.210757575
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 1000.0,9.780e-04,5378.084609699
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 330.0,9.817e-04,3912.853650046
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 470.0,9.828e-04,4164.181062333
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 680.0,9.836e-04,4729.667739979
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 820.0,9.840e-04,5122.366821678
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 1000.0,9.843e-04,5613.240673802
47.0 || 220.0 || 680.0 and 47.0 + 330.0 + 470.0,9.848e-04,4340.110250934
47.0 || 220.0 || 680.0 and 47.0 + 330.0 + 680.0,9.858e-04,4905.59692858
47.0 || 220.0 || 680.0 and 47.0 + 330.0 + 820.0,9.862e-04,5298.296010279
47.0 || 220.0 || 680.0 and 47.0 + 330.0 + 1000.0,9.865e-04,5789.169862403
47.0 || 220.0 || 680.0 and 47.0 + 470.0 + 680.0,9.872e-04,5156.924340868
47.0 || 220.0 || 680.0 and 47.0 + 470.0 + 820.0,9.876e-04,5549.623422566
47.0 || 220.0 || 680.0 and 47.0 + 470.0 + 1000.0,9.880e-04,6040.49727469
47.0 || 220.0 || 680.0 and 47.0 + 680.0 + 820.0,9.887e-04,6115.110100213
47.0 || 220.0 || 680.0 and 47.0 + 680.0 + 1000.0,9.891e-04,6605.983952336
47.0 || 220.0 || 680.0 and 47.0 + 820.0 + 1000.0,9.896e-04,6998.683034035
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 220.0 + 330.0,9.727e-04,4255.750634204
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 220.0 + 470.0,9.734e-04,4507.078046491
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 220.0 + 680.0,9.738e-04,5072.564724137
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 220.0 + 820.0,9.740e-04,5465.263805836
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 220.0 + 1000.0,9.742e-04,5956.137657959
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 330.0 + 470.0,9.744e-04,4683.007235092
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 330.0 + 680.0,9.750e-04,5248.493912738
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 330.0 + 820.0,9.751e-04,5641.192994437
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 330.0 + 1000.0,9.753e-04,6132.06684656
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 470.0 + 680.0,9.757e-04,5499.821325025
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 470.0 + 820.0,9.759e-04,5892.520406724
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 470.0 + 1000.0,9.761e-04,6383.394258847
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 680.0 + 820.0,9.764e-04,6458.00708437
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 680.0 + 1000.0,9.766e-04,6948.880936494
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 820.0 + 1000.0,9.769e-04,7341.580018192
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 330.0 + 470.0,9.793e-04,4918.163299195
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 330.0 + 680.0,9.800e-04,5483.649976841
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 330.0 + 820.0,9.803e-04,5876.34905854
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 330.0 + 1000.0,9.805e-04,6367.222910663
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 470.0 + 680.0,9.810e-04,5734.977389128
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 470.0 + 820.0,9.813e-04,6127.676470827
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 470.0 + 1000.0,9.815e-04,6618.55032295
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 680.0 + 820.0,9.821e-04,6693.163148473
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 680.0 + 1000.0,9.823e-04,7184.037000596
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 820.0 + 1000.0,9.827e-04,7576.736082295
47.0 || 220.0 || 680.0 and 47.0 + 330.0 + 470.0 + 680.0,9.828e-04,5910.906577729
47.0 || 220.0 || 680.0 and 47.0 + 330.0 + 470.0 + 820.0,9.832e-04,6303.605659428
47.0 || 220.0 || 680.0 and 47.0 + 330.0 + 470.0 + 1000.0,9.835e-04,6794.479511551
47.0 || 220.0 || 680.0 and 47.0 + 330.0 + 680.0 + 820.0,9.840e-04,6869.092337074
47.0 || 220.0 || 680.0 and 47.0 + 330.0 + 680.0 + 1000.0,9.843e-04,7359.966189197
47.0 || 220.0 || 680.0 and 47.0 + 330.0 + 820.0 + 1000.0,9.847e-04,7752.665270896
47.0 || 220.0 || 680.0 and 47.0 + 470.0 + 680.0 + 820.0,9.853e-04,7120.419749361
47.0 || 220.0 || 680.0 and 47.0 + 470.0 + 680.0 + 1000.0,9.856e-04,7611.293601485
47.0 || 220.0 || 680.0 and 47.0 + 470.0 + 820.0 + 1000.0,9.860e-04,8003.992683183
47.0 || 220.0 || 680.0 and 47.0 + 680.0 + 820.0 + 1000.0,9.871e-04,8569.47936083
47.0 || 220.0 || 680.0 and 100.0 + 220.0 + 330.0 + 470.0,9.978e-04,5045.075788418
47.0 || 220.0 || 680.0 and 100.0 + 220.0 + 330.0 + 680.0,9.995e-04,5610.562466064
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,9.714e-04,5261.060283353
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,9.718e-04,5826.546960999
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,9.720e-04,6219.246042697
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,9.721e-04,6710.119894821
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,9.724e-04,6077.874373286
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,9.725e-04,6470.573454985
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,9.727e-04,6961.447307108
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,9.730e-04,7036.060132631
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,9.731e-04,7526.933984754
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,9.733e-04,7919.633066453
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,9.734e-04,6253.803561887
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,9.736e-04,6646.502643586
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,9.737e-04,7137.376495709
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,9.740e-04,7211.989321232
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,9.742e-04,7702.863173355
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,9.744e-04,8095.562255054
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,9.747e-04,7463.316733519
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,9.749e-04,7954.190585642
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,9.751e-04,8346.889667341
47.0 || 220.0 || 680.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,9.756e-04,8912.376344987
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,9.778e-04,6488.95962599
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,9.781e-04,6881.658707688
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,9.783e-04,7372.532559812
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,9.787e-04,7447.145385335
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 330.0 + 680.0 + 1000.0,9.789e-04,7938.019237458
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,9.792e-04,8330.718319157
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,9.796e-04,7698.472797622
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,9.799e-04,8189.346649745
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,9.801e-04,8582.045731444
47.0 || 220.0 || 680.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,9.809e-04,9147.53240909
